0,28.0,2.0,42.0,58.0
1,-73.0,4.0,71.0,53.0
2,-38.0,16.0,46.0,89.0
3,-247.0,2.0,57.0,79.0
4,156.0,13.0,59.0,46.0
5,39.0,7.0,69.0,80.0
6,-45.0,1.0,66.0,71.0
7,-231.0,2.0,64.0,52.0
8,225.0,14.0,70.0,71.0
9,-124.0,19.0,63.0,71.0
10,-163.0,3.0,72.0,79.0
11,-111.0,7.0,71.0,76.0
12,213.0,9.0,76.0,70.0
13,191.0,11.0,65.0,78.0
14,-115.0,-9.0,75.0,66.0
15,-32.0,2.0,56.0,63.0
16,76.0,-11.0,45.0,66.0
17,-174.0,11.0,46.0,84.0
18,-64.0,-3.0,60.0,76.0
19,227.0,0.0,63.0,71.0
20,-21.0,7.0,69.0,97.0
21,-27.0,21.0,67.0,63.0
22,-9.0,2.0,57.0,79.0
23,39.0,-5.0,70.0,68.0
24,129.0,0.0,72.0,79.0
25,41.0,4.0,72.0,70.0
26,-31.0,-13.0,61.0,63.0
27,-10.0,2.0,67.0,59.0
28,-43.0,-2.0,72.0,59.0
29,92.0,14.0,50.0,88.0
30,-107.0,-17.0,64.0,63.0
31,-58.0,23.0,62.0,68.0
32,355.0,12.0,59.0,67.0
33,92.0,4.0,83.0,54.0
34,94.0,-4.0,79.0,76.0
35,77.0,14.0,68.0,77.0
36,-87.0,5.0,68.0,59.0
37,87.0,16.0,81.0,58.0
38,106.0,-5.0,63.0,52.0
39,-12.0,1.0,50.0,85.0
40,-52.0,-5.0,60.0,55.0
41,-192.0,0.0,90.0,80.0
42,-67.0,0.0,71.0,59.0
43,-86.0,0.0,62.0,55.0
44,-48.0,7.0,78.0,78.0
45,29.0,6.0,65.0,61.0
46,-165.0,1.0,65.0,60.0
47,-6.0,7.0,77.0,62.0
48,137.0,12.0,80.0,58.0
49,-225.0,11.0,84.0,86.0
50,-47.0,32.0,50.0,72.0
51,-64.0,25.0,77.0,75.0
52,19.0,15.0,41.0,83.0
53,175.0,-4.0,61.0,65.0
54,-65.0,18.0,60.0,76.0
55,122.0,17.0,92.0,84.0
56,63.0,23.0,54.0,46.0
57,132.0,13.0,69.0,65.0
58,85.0,26.0,69.0,73.0
59,-69.0,9.0,68.0,68.0
60,78.0,13.0,89.0,67.0
61,58.0,6.0,59.0,69.0
62,3.0,16.0,64.0,56.0
63,45.0,-24.0,58.0,87.0
64,71.0,-6.0,42.0,90.0
65,64.0,7.0,80.0,81.0
66,107.0,3.0,60.0,69.0
67,-98.0,-10.0,56.0,54.0
68,-28.0,24.0,56.0,63.0
69,-32.0,8.0,72.0,67.0
70,-67.0,18.0,64.0,75.0
71,-161.0,-9.0,65.0,67.0
72,83.0,11.0,58.0,67.0
73,-10.0,-7.0,89.0,66.0
74,-82.0,0.0,61.0,87.0
75,-275.0,5.0,54.0,66.0
76,35.0,3.0,88.0,77.0
77,-34.0,1.0,68.0,82.0
78,-15.0,13.0,56.0,64.0
79,26.0,23.0,69.0,58.0
80,80.0,18.0,68.0,57.0
81,138.0,12.0,66.0,60.0
82,-41.0,8.0,74.0,74.0
83,29.0,9.0,64.0,67.0
84,-24.0,3.0,72.0,64.0
85,51.0,-2.0,55.0,61.0
86,-2.0,14.0,74.0,80.0
87,15.0,-8.0,57.0,95.0
88,5.0,0.0,67.0,55.0
89,26.0,-5.0,53.0,66.0
90,105.0,-4.0,54.0,72.0
91,-172.0,-8.0,56.0,65.0
92,94.0,-1.0,75.0,48.0
93,116.0,-7.0,52.0,87.0
94,157.0,15.0,78.0,70.0
95,235.0,-6.0,69.0,69.0
96,87.0,5.0,73.0,77.0
97,122.0,-2.0,63.0,79.0
98,-272.0,0.0,54.0,75.0
99,47.0,0.0,52.0,73.0
100,-18.0,9.0,67.0,88.0
101,48.0,12.0,65.0,83.0
102,-174.0,-5.0,68.0,74.0
103,-42.0,-4.0,50.0,74.0
104,48.0,-3.0,67.0,64.0
105,47.0,27.0,66.0,75.0
106,-168.0,-4.0,78.0,48.0
107,5.0,12.0,63.0,65.0
108,11.0,-8.0,69.0,78.0
109,-254.0,-9.0,57.0,56.0
110,60.0,-5.0,58.0,85.0
111,-27.0,5.0,67.0,69.0
112,-95.0,4.0,69.0,35.0
113,-35.0,3.0,53.0,87.0
114,-50.0,8.0,76.0,73.0
115,-30.0,9.0,76.0,62.0
116,47.0,15.0,49.0,62.0
117,236.0,0.0,82.0,51.0
118,59.0,-4.0,79.0,66.0
119,-8.0,-6.0,80.0,73.0
120,-187.0,11.0,59.0,51.0
121,79.0,5.0,75.0,60.0
122,-144.0,19.0,76.0,72.0
123,-8.0,-3.0,72.0,97.0
124,13.0,-17.0,85.0,62.0
125,86.0,4.0,68.0,70.0
126,-53.0,-1.0,65.0,81.0
127,-28.0,9.0,65.0,98.0
128,-106.0,-2.0,55.0,75.0
129,-102.0,17.0,55.0,63.0
130,129.0,4.0,67.0,71.0
131,65.0,5.0,52.0,81.0
132,77.0,-8.0,52.0,60.0
133,144.0,-1.0,66.0,62.0
134,94.0,-27.0,66.0,73.0
135,-21.0,-5.0,55.0,85.0
136,-55.0,17.0,84.0,74.0
137,-35.0,-12.0,53.0,65.0
138,-10.0,12.0,68.0,43.0
139,-52.0,-3.0,79.0,65.0
140,-21.0,15.0,61.0,74.0
141,127.0,5.0,68.0,72.0
142,30.0,16.0,60.0,71.0
143,-29.0,-1.0,62.0,72.0
144,108.0,-3.0,59.0,56.0
145,-194.0,12.0,65.0,68.0
146,-97.0,36.0,75.0,67.0
147,171.0,8.0,79.0,69.0
148,-121.0,7.0,67.0,66.0
149,-15.0,0.0,66.0,62.0
150,72.0,6.0,55.0,71.0
151,97.0,1.0,66.0,61.0
152,-32.0,11.0,59.0,64.0
153,249.0,0.0,45.0,62.0
154,-176.0,-1.0,56.0,48.0
155,66.0,-28.0,70.0,91.0
156,-12.0,-20.0,88.0,51.0
157,7.0,10.0,91.0,71.0
158,-121.0,0.0,74.0,66.0
159,247.0,-3.0,73.0,64.0
160,129.0,-3.0,78.0,72.0
161,-74.0,9.0,48.0,73.0
162,-83.0,7.0,51.0,85.0
163,-25.0,-11.0,69.0,68.0
164,0.0,-4.0,44.0,65.0
165,-36.0,-12.0,97.0,92.0
166,13.0,12.0,57.0,68.0
167,44.0,0.0,58.0,67.0
168,-96.0,-11.0,51.0,72.0
169,19.0,23.0,82.0,62.0
170,-95.0,18.0,85.0,78.0
171,-61.0,-10.0,55.0,81.0
172,-47.0,2.0,72.0,60.0
173,119.0,6.0,57.0,72.0
174,-41.0,-3.0,81.0,48.0
175,19.0,0.0,57.0,76.0
176,109.0,0.0,71.0,92.0
177,87.0,6.0,46.0,58.0
178,-3.0,13.0,58.0,82.0
179,-109.0,8.0,62.0,67.0
180,-196.0,-5.0,61.0,88.0
181,-82.0,3.0,76.0,81.0
182,39.0,0.0,64.0,62.0
183,-22.0,7.0,65.0,67.0
184,-246.0,9.0,64.0,74.0
185,-77.0,-2.0,71.0,76.0
186,-49.0,10.0,65.0,79.0
187,-53.0,2.0,74.0,79.0
188,-171.0,4.0,69.0,71.0
189,-226.0,26.0,77.0,70.0
190,56.0,10.0,78.0,71.0
191,112.0,2.0,76.0,61.0
192,150.0,9.0,59.0,67.0
193,-108.0,-7.0,70.0,80.0
194,123.0,0.0,67.0,73.0
195,-42.0,2.0,73.0,65.0
196,-71.0,-14.0,76.0,93.0
197,36.0,9.0,76.0,94.0
198,34.0,6.0,66.0,73.0
199,-109.0,-5.0,73.0,79.0
200,-27.0,-5.0,97.0,77.0
201,106.0,0.0,90.0,77.0
202,-8.0,-6.0,58.0,70.0
203,-101.0,3.0,61.0,70.0
204,39.0,-4.0,85.0,83.0
205,-109.0,-6.0,80.0,66.0
206,175.0,17.0,63.0,61.0
207,-1.0,20.0,36.0,73.0
208,81.0,5.0,81.0,78.0
209,-259.0,10.0,75.0,61.0
210,-39.0,6.0,70.0,86.0
211,68.0,-7.0,75.0,70.0
212,-139.0,6.0,68.0,81.0
213,-107.0,-4.0,76.0,79.0
214,-42.0,11.0,61.0,78.0
215,-105.0,3.0,60.0,69.0
216,-83.0,16.0,74.0,74.0
217,93.0,25.0,61.0,82.0
218,-60.0,-6.0,70.0,71.0
219,86.0,20.0,47.0,75.0
220,-7.0,-3.0,66.0,67.0
221,-31.0,12.0,67.0,63.0
222,-60.0,-2.0,68.0,69.0
223,49.0,-4.0,60.0,70.0
224,-68.0,17.0,73.0,80.0
225,-127.0,-13.0,52.0,83.0
226,-192.0,24.0,72.0,73.0
227,130.0,15.0,74.0,70.0
228,31.0,26.0,78.0,59.0
229,10.0,12.0,47.0,67.0
230,-76.0,7.0,75.0,87.0
231,-30.0,20.0,71.0,66.0
232,-48.0,29.0,73.0,78.0
233,136.0,29.0,68.0,94.0
234,-322.0,7.0,73.0,63.0
235,104.0,1.0,73.0,59.0
236,-60.0,-16.0,84.0,80.0
237,139.0,2.0,65.0,74.0
238,168.0,6.0,87.0,81.0
239,-22.0,3.0,71.0,72.0
240,113.0,-10.0,83.0,76.0
241,6.0,-1.0,95.0,77.0
242,95.0,20.0,70.0,80.0
243,-1.0,12.0,74.0,64.0
244,76.0,-12.0,80.0,51.0
245,-18.0,-10.0,55.0,71.0
246,86.0,10.0,61.0,51.0
247,32.0,17.0,56.0,77.0
248,-106.0,-5.0,58.0,75.0
249,30.0,-6.0,67.0,85.0
250,43.0,-3.0,67.0,71.0
251,-282.0,6.0,70.0,72.0
252,-301.0,-2.0,78.0,58.0
253,-107.0,25.0,82.0,76.0
254,114.0,9.0,79.0,82.0
255,-89.0,-4.0,64.0,79.0
256,107.0,4.0,78.0,77.0
257,-70.0,10.0,69.0,59.0
258,10.0,-1.0,57.0,74.0
259,-48.0,12.0,56.0,78.0
260,103.0,10.0,68.0,71.0
261,-5.0,7.0,75.0,54.0
262,-103.0,-4.0,62.0,59.0
263,26.0,12.0,78.0,60.0
264,-101.0,12.0,62.0,63.0
265,148.0,0.0,59.0,60.0
266,-18.0,23.0,72.0,65.0
267,121.0,-17.0,72.0,67.0
268,4.0,5.0,50.0,82.0
269,-15.0,-20.0,71.0,61.0
270,165.0,-1.0,78.0,62.0
271,-166.0,3.0,71.0,81.0
272,-20.0,5.0,80.0,71.0
273,-216.0,-3.0,73.0,64.0
274,150.0,3.0,73.0,58.0
275,75.0,2.0,66.0,78.0
276,-47.0,1.0,57.0,73.0
277,97.0,-6.0,75.0,67.0
278,13.0,-5.0,67.0,66.0
279,-16.0,27.0,58.0,73.0
280,205.0,9.0,68.0,94.0
281,4.0,20.0,65.0,78.0
282,-127.0,5.0,71.0,44.0
283,-53.0,8.0,81.0,88.0
284,-60.0,-2.0,63.0,55.0
285,8.0,13.0,60.0,62.0
286,169.0,11.0,75.0,66.0
287,83.0,-13.0,58.0,73.0
288,-48.0,-9.0,75.0,65.0
289,-2.0,25.0,69.0,89.0
290,-158.0,5.0,87.0,60.0
291,-27.0,-10.0,70.0,81.0
292,-27.0,8.0,66.0,74.0
293,168.0,-14.0,63.0,70.0
294,26.0,7.0,72.0,88.0
295,-70.0,12.0,71.0,70.0
296,-52.0,-4.0,70.0,77.0
297,118.0,0.0,83.0,58.0
298,-15.0,-1.0,83.0,73.0
299,119.0,0.0,67.0,66.0
300,91.0,-7.0,68.0,56.0
301,-17.0,19.0,80.0,76.0
302,-45.0,-2.0,62.0,67.0
303,-73.0,7.0,62.0,59.0
304,-25.0,6.0,74.0,54.0
305,-187.0,8.0,59.0,57.0
306,-9.0,20.0,62.0,86.0
307,133.0,8.0,58.0,68.0
308,-22.0,20.0,61.0,51.0
309,-61.0,-4.0,76.0,79.0
310,-77.0,-11.0,64.0,73.0
311,-148.0,6.0,76.0,65.0
312,26.0,13.0,79.0,76.0
313,71.0,2.0,67.0,68.0
314,66.0,-6.0,80.0,58.0
315,-29.0,11.0,60.0,84.0
316,-94.0,6.0,63.0,95.0
317,76.0,0.0,69.0,54.0
318,-173.0,0.0,73.0,57.0
319,29.0,-2.0,61.0,69.0
320,40.0,-3.0,70.0,67.0
321,109.0,-1.0,72.0,65.0
322,14.0,9.0,89.0,76.0
323,-21.0,14.0,79.0,56.0
324,7.0,20.0,55.0,71.0
325,-58.0,3.0,71.0,62.0
326,-141.0,-4.0,82.0,64.0
327,13.0,-18.0,65.0,82.0
328,167.0,-16.0,57.0,55.0
329,-12.0,11.0,73.0,75.0
330,54.0,19.0,68.0,86.0
331,27.0,-24.0,60.0,77.0
332,-121.0,12.0,70.0,76.0
333,152.0,6.0,69.0,74.0
334,4.0,1.0,75.0,75.0
335,-10.0,-18.0,59.0,67.0
336,77.0,2.0,79.0,69.0
337,-3.0,0.0,89.0,67.0
338,86.0,-5.0,68.0,58.0
339,-189.0,8.0,70.0,59.0
340,-216.0,16.0,66.0,67.0
341,-11.0,-5.0,74.0,56.0
342,145.0,0.0,70.0,72.0
343,17.0,17.0,75.0,63.0
344,20.0,0.0,56.0,77.0
345,-105.0,5.0,74.0,79.0
346,132.0,7.0,69.0,77.0
347,-33.0,4.0,75.0,74.0
348,-49.0,19.0,61.0,68.0
349,9.0,3.0,71.0,68.0
350,-7.0,2.0,64.0,57.0
351,-86.0,6.0,78.0,65.0
352,-40.0,12.0,73.0,76.0
353,-13.0,19.0,82.0,70.0
354,-24.0,9.0,59.0,67.0
355,179.0,-15.0,59.0,72.0
356,-5.0,10.0,58.0,56.0
357,-43.0,10.0,76.0,47.0
358,21.0,27.0,45.0,65.0
359,-8.0,0.0,78.0,69.0
360,-34.0,25.0,75.0,75.0
361,-2.0,22.0,73.0,71.0
362,-109.0,-10.0,61.0,60.0
363,73.0,19.0,82.0,75.0
364,-5.0,18.0,47.0,70.0
365,-16.0,7.0,72.0,82.0
366,-88.0,3.0,56.0,61.0
367,-10.0,14.0,78.0,73.0
368,-2.0,0.0,69.0,74.0
369,76.0,7.0,63.0,58.0
370,-133.0,-20.0,72.0,71.0
371,163.0,7.0,53.0,41.0
372,102.0,16.0,69.0,64.0
373,-26.0,-2.0,74.0,70.0
374,145.0,-5.0,83.0,74.0
375,17.0,1.0,82.0,75.0
376,-109.0,-2.0,65.0,59.0
377,-181.0,7.0,80.0,84.0
378,18.0,-16.0,59.0,61.0
379,42.0,10.0,65.0,80.0
380,-51.0,3.0,60.0,92.0
381,-108.0,-2.0,80.0,72.0
382,-216.0,0.0,74.0,64.0
383,-65.0,-15.0,70.0,72.0
384,42.0,0.0,68.0,87.0
385,-50.0,-18.0,66.0,58.0
386,-44.0,12.0,71.0,80.0
387,-238.0,0.0,82.0,59.0
388,87.0,-6.0,70.0,65.0
389,-67.0,-17.0,60.0,80.0
390,-66.0,2.0,51.0,73.0
391,-51.0,2.0,54.0,66.0
392,127.0,6.0,65.0,70.0
393,29.0,18.0,72.0,87.0
394,-135.0,-5.0,61.0,63.0
395,-152.0,3.0,56.0,67.0
396,50.0,2.0,41.0,59.0
397,6.0,-5.0,67.0,83.0
398,-225.0,3.0,48.0,69.0
399,-228.0,18.0,89.0,78.0
400,115.0,-8.0,92.0,64.0
401,308.0,25.0,57.0,53.0
402,162.0,-4.0,70.0,56.0
403,-9.0,1.0,78.0,79.0
404,162.0,1.0,63.0,101.0
405,-65.0,10.0,66.0,76.0
406,127.0,0.0,74.0,87.0
407,-151.0,-8.0,63.0,48.0
408,9.0,-6.0,75.0,73.0
409,-146.0,-4.0,53.0,80.0
410,30.0,17.0,71.0,76.0
411,-136.0,-10.0,76.0,77.0
412,-121.0,2.0,77.0,98.0
413,-55.0,19.0,60.0,68.0
414,40.0,-9.0,66.0,76.0
415,175.0,3.0,56.0,72.0
416,-48.0,-5.0,55.0,62.0
417,213.0,-7.0,75.0,69.0
418,-77.0,12.0,84.0,74.0
419,-46.0,15.0,72.0,63.0
420,28.0,26.0,59.0,70.0
421,251.0,-6.0,49.0,60.0
422,-32.0,0.0,88.0,83.0
423,-121.0,6.0,58.0,55.0
424,-117.0,3.0,62.0,89.0
425,10.0,20.0,78.0,90.0
426,41.0,-3.0,59.0,87.0
427,165.0,14.0,71.0,67.0
428,-100.0,2.0,67.0,72.0
429,-112.0,-13.0,80.0,71.0
430,47.0,9.0,71.0,62.0
431,-84.0,15.0,58.0,50.0
432,15.0,10.0,74.0,40.0
433,92.0,16.0,55.0,74.0
434,19.0,-3.0,77.0,82.0
435,-36.0,14.0,67.0,66.0
436,-77.0,7.0,71.0,60.0
437,-92.0,6.0,50.0,56.0
438,63.0,3.0,59.0,74.0
439,-187.0,28.0,61.0,77.0
440,-21.0,-11.0,72.0,73.0
441,63.0,14.0,52.0,58.0
